"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 2021  To:  Dec 31, 2022"				
Ranking by Gender & Year	First Name	Frequency	Gender	Year
2090	Asiniy 	1	Boy	2022
2090	Aslam 	1	Boy	2022
2090	Aslan 	1	Boy	2022
2090	Astra 	1	Boy	2022
2090	Astro 	1	Boy	2022
2090	Atem 	1	Boy	2022
2090	Atereus 	1	Boy	2022
2090	Athaang 	1	Boy	2022
2090	Atharva	1	Boy	2022
2090	Athiran	1	Boy	2022
2090	Athiyaman	1	Boy	2022
2090	Atiksh 	1	Boy	2022
2090	Atilix 	1	Boy	2022
2090	Atreas 	1	Boy	2022
2090	Atreaus 	1	Boy	2022
2090	Atreya 	1	Boy	2022
2090	Atreyis 	1	Boy	2022
2090	Atta 	1	Boy	2022
2090	Atticus-Rae 	1	Boy	2022
2090	Attikai 	1	Boy	2022
2090	Attilio 	1	Boy	2022
2090	Attillio 	1	Boy	2022
2090	Attwood 	1	Boy	2022
2090	Atunz 	1	Boy	2022
2090	Aubrey 	1	Boy	2022
2090	Audacieux 	1	Boy	2022
2090	Aurelio 	1	Boy	2022
2090	Aurik 	1	Boy	2022
2090	Auron 	1	Boy	2022
2090	Aurora 	1	Boy	2022
2090	Aus	1	Boy	2022
2090	Austine 	1	Boy	2022
2090	Austin-Kaden 	1	Boy	2022
2090	Auto 	1	Boy	2022
2090	Auzdin 	1	Boy	2022
2090	Avaan	1	Boy	2022
2090	Avakesh 	1	Boy	2022
2090	Avand	1	Boy	2022
2090	Avie 	1	Boy	2022
2090	Aviere 	1	Boy	2022
2090	Aviraaj	1	Boy	2022
2090	Avirajbir 	1	Boy	2022
2090	Aviran	1	Boy	2022
2090	Aviraz	1	Boy	2022
2090	Avitaaz 	1	Boy	2022
2090	Avneesh 	1	Boy	2022
2090	Avondre 	1	Boy	2022
2090	Avraj 	1	Boy	2022
2090	Avri	1	Boy	2022
2090	Avyay	1	Boy	2022
2090	Awab 	1	Boy	2022
2090	Awad 	1	Boy	2022
2090	Awungnjia 	1	Boy	2022
2090	Awwab 	1	Boy	2022
2090	Axelrod 	1	Boy	2022
2090	Axiel 	1	Boy	2022
2090	Axle 	1	Boy	2022
2090	Ayaanveer 	1	Boy	2022
2090	Ayank	1	Boy	2022
2090	Ayanveer 	1	Boy	2022
2090	Ayaz 	1	Boy	2022
2090	Aydrek 	1	Boy	2022
2090	Aykhan	1	Boy	2022
2090	Aylan 	1	Boy	2022
2090	Aymn 	1	Boy	2022
2090	Ayodeji 	1	Boy	2022
2090	Ayodenuola 	1	Boy	2022
2090	Ayomide 	1	Boy	2022
2090	Ayooluwa 	1	Boy	2022
2090	Ayooluwatomiwa 	1	Boy	2022
2090	Aysam	1	Boy	2022
2090	Ayuel 	1	Boy	2022
2090	Ayyanaa 	1	Boy	2022
2090	Ayzaan 	1	Boy	2022
2090	Ayzen 	1	Boy	2022
2090	Azael 	1	Boy	2022
2090	Azahiel 	1	Boy	2022
2090	Azahier	1	Boy	2022
2090	Azam 	1	Boy	2022
2090	Azan	1	Boy	2022
2090	Azarayah 	1	Boy	2022
2090	Azaria	1	Boy	2022
2090	Azarïah 	1	Boy	2022
2090	Azariahdavid	1	Boy	2022
2090	Azariya 	1	Boy	2022
2090	Azarya 	1	Boy	2022
2090	Azaya 	1	Boy	2022
2090	Azayik 	1	Boy	2022
2090	Azayne 	1	Boy	2022
2090	Azazel 	1	Boy	2022
2090	Azazi 	1	Boy	2022
2090	Azdiel	1	Boy	2022
2090	Azeem 	1	Boy	2022
2090	Azel 	1	Boy	2022
2090	Azim 	1	Boy	2022
2090	Azir	1	Boy	2022
2090	Azirah 	1	Boy	2022
2090	Aziyan 	1	Boy	2022
2090	Azlaan	1	Boy	2022
2090	Azmard 	1	Boy	2022
2090	Azrael 	1	Boy	2022
2090	Azri 	1	Boy	2022
2090	Azria	1	Boy	2022
2090	Azriel 	1	Boy	2022
2090	Azyan	1	Boy	2022
2090	Baazpreet	1	Boy	2022
2090	Bakr	1	Boy	2022
2090	Balam	1	Boy	2022
2090	Baldr 	1	Boy	2022
2090	Balihar 	1	Boy	2022
2090	Balkaran 	1	Boy	2022
2090	Balraj 	1	Boy	2022
2090	Bamlak 	1	Boy	2022
2090	Bane 	1	Boy	2022
2090	Banner 	1	Boy	2022
2090	Baraa	1	Boy	2022
2090	Barack 	1	Boy	2022
2090	Baraka 	1	Boy	2022
2090	Barcot 	1	Boy	2022
2090	Bardaan	1	Boy	2022
2090	Barkot 	1	Boy	2022
2090	Barlett	1	Boy	2022
2090	Barlow 	1	Boy	2022
2090	Barrie 	1	Boy	2022
2090	Barron 	1	Boy	2022
2090	Barry 	1	Boy	2022
2090	Bartol	1	Boy	2022
2090	Basil 	1	Boy	2022
2090	Batu	1	Boy	2022
2090	Baydyn 	1	Boy	2022
2090	Baz 	1	Boy	2022
2090	Bazile 	1	Boy	2022
2090	Bazyli 	1	Boy	2022
2090	Bearin 	1	Boy	2022
2090	Bearrhett 	1	Boy	2022
2090	Beaudin 	1	Boy	2022
2090	Beaufort 	1	Boy	2022
2090	Beaumont 	1	Boy	2022
2090	Beaux 	1	Boy	2022
2090	Becket 	1	Boy	2022
2090	Bedr	1	Boy	2022
2090	Behnam	1	Boy	2022
2090	Belael	1	Boy	2022
2090	Bellal 	1	Boy	2022
2090	Belvin	1	Boy	2022
2090	Bement 	1	Boy	2022
2090	Beneil 	1	Boy	2022
2090	Benett 	1	Boy	2022
2090	Benhur	1	Boy	2022
2090	Benik 	1	Boy	2022
2090	Benjim 	1	Boy	2022
2090	Benl 	1	Boy	2022
2090	Benn 	1	Boy	2022
2090	Bennek 	1	Boy	2022
2090	Benroux 	1	Boy	2022
2090	Bensyn 	1	Boy	2022
2090	Bentlee 	1	Boy	2022
2090	Bentlie 	1	Boy	2022
2090	Bently 	1	Boy	2022
2090	Benton 	1	Boy	2022
2090	Benyas 	1	Boy	2022
2090	Bera 	1	Boy	2022
2090	Bereket	1	Boy	2022
2090	Berekhet 	1	Boy	2022
2090	Berend 	1	Boy	2022
2090	Bernhard 	1	Boy	2022
2090	Bert 	1	Boy	2022
2090	Bexley 	1	Boy	2022
2090	Bexten 	1	Boy	2022
2090	Beza-Jnr 	1	Boy	2022
2090	Bhagat 	1	Boy	2022
2090	Bhavnoor 	1	Boy	2022
2090	Bhavtaj 	1	Boy	2022
2090	Bietab	1	Boy	2022
2090	Bieteab 	1	Boy	2022
2090	Bikramjeet 	1	Boy	2022
2090	Billionaire 	1	Boy	2022
2090	Billo 	1	Boy	2022
2090	Binayak	1	Boy	2022
2090	Biong 	1	Boy	2022
2090	Bior 	1	Boy	2022
2090	Biraaj 	1	Boy	2022
2090	Birarjan 	1	Boy	2022
2090	Birjeet 	1	Boy	2022
2090	Birpal	1	Boy	2022
2090	Biruk 	1	Boy	2022
2090	Bishnoop 	1	Boy	2022
2090	Bishop 	1	Boy	2022
2090	Bisman	1	Boy	2022
2090	Bivaan 	1	Boy	2022
2090	Bivan 	1	Boy	2022
2090	Biyuan	1	Boy	2022
2090	Blaise 	1	Boy	2022
2090	Blayne 	1	Boy	2022
2090	Blessdeep 	1	Boy	2022
2090	Blessed 	1	Boy	2022
2090	Blindado 	1	Boy	2022
2090	Boas 	1	Boy	2022
2090	Bodi 	1	Boy	2022
2090	Bodin 	1	Boy	2022
2090	Boe 	1	Boy	2022
2090	Boh 	1	Boy	2022
2090	Bohanon 	1	Boy	2022
2090	Bohden 	1	Boy	2022
2090	Bol 	1	Boy	2022
2090	Boluwatife 	1	Boy	2022
2090	Bonahm 	1	Boy	2022
2090	Bond 	1	Boy	2022
2090	Borden 	1	Boy	2022
2090	Boris	1	Boy	2022
2090	Borna	1	Boy	2022
2090	Bosco	1	Boy	2022
2090	Bosley 	1	Boy	2022
2090	Boss 	1	Boy	2022
2090	Bowden 	1	Boy	2022
2090	Braddy 	1	Boy	2022
2090	Braeden 	1	Boy	2022
2090	Brahmjit	1	Boy	2022
2090	Braiden 	1	Boy	2022
2090	Braidy 	1	Boy	2022
2090	Bramber 	1	Boy	2022
2090	Brandell 	1	Boy	2022
2090	Brandyn 	1	Boy	2022
2090	Branson 	1	Boy	2022
2090	Braver 	1	Boy	2022
2090	Braxon 	1	Boy	2022
2090	Braxten 	1	Boy	2022
2090	Braxxen 	1	Boy	2022
2090	Braylen 	1	Boy	2022
2090	Brayson 	1	Boy	2022
2090	Brecken 	1	Boy	2022
2090	Brekken 	1	Boy	2022
2090	Bremmer 	1	Boy	2022
2090	Brenden 	1	Boy	2022
2090	Brenton 	1	Boy	2022
2090	Breton 	1	Boy	2022
2090	Brexston 	1	Boy	2022
2090	Brextyn 	1	Boy	2022
2090	Brigham 	1	Boy	2022
2090	Brigido 	1	Boy	2022
2090	Briley 	1	Boy	2022
2090	Brison 	1	Boy	2022
2090	Brix 	1	Boy	2022
2090	Broc 	1	Boy	2022
2090	Broderick 	1	Boy	2022
2090	Brogan 	1	Boy	2022
2090	Bronislaw 	1	Boy	2022
2090	Bronson 	1	Boy	2022
2090	Brooh	1	Boy	2022
2090	Brookland 	1	Boy	2022
2090	Bruno-Christopher 	1	Boy	2022
2090	Bryar 	1	Boy	2022
2090	Bryatt 	1	Boy	2022
2090	Bryden 	1	Boy	2022
2090	Bryland 	1	Boy	2022
2090	Brynson 	1	Boy	2022
2090	Brysen 	1	Boy	2022
2090	Brysten 	1	Boy	2022
2090	Bryton 	1	Boy	2022
2090	Bryxton 	1	Boy	2022
2090	Bulbul 	1	Boy	2022
2090	Burke 	1	Boy	2022
2090	Burton 	1	Boy	2022
2090	Buruk 	1	Boy	2022
2090	Byram 	1	Boy	2022
2090	Byronjr 	1	Boy	2022
2090	Cabral 	1	Boy	2022
2090	Cadin 	1	Boy	2022
2090	Caedan 	1	Boy	2022
2090	Caeden 	1	Boy	2022
2090	Cael 	1	Boy	2022
2090	Caeleb 	1	Boy	2022
2090	Caelus 	1	Boy	2022
2090	Cai 	1	Boy	2022
2090	Cailean	1	Boy	2022
2090	Caïro 	1	Boy	2022
2090	Caizen 	1	Boy	2022
2090	Caizer 	1	Boy	2022
2090	Cal 	1	Boy	2022
2090	Caledon 	1	Boy	2022
2090	Calee 	1	Boy	2022
2090	Calel 	1	Boy	2022
2090	Calen 	1	Boy	2022
2090	Cali 	1	Boy	2022
2090	Calian 	1	Boy	2022
2090	Caliban	1	Boy	2022
2090	Calix 	1	Boy	2022
2090	Cal-Jackson	1	Boy	2022
2090	Callaghan 	1	Boy	2022
2090	Callighan 	1	Boy	2022
2090	Callihan 	1	Boy	2022
2090	Calvin-Emil 	1	Boy	2022
2090	Calvyn 	1	Boy	2022
2090	Calyl 	1	Boy	2022
2090	Calyx 	1	Boy	2022
2090	Cam 	1	Boy	2022
2090	Camdon 	1	Boy	2022
2090	Cameron-Brody 	1	Boy	2022
2090	Camron 	1	Boy	2022
2090	Canaan 	1	Boy	2022
2090	Canyon 	1	Boy	2022
2090	Cap 	1	Boy	2022
2090	Carlo 	1	Boy	2022
2090	Carlon 	1	Boy	2022
2090	Carlton 	1	Boy	2022
2090	Carston 	1	Boy	2022
2090	Carter-James 	1	Boy	2022
2090	Case 	1	Boy	2022
2090	Casey-James 	1	Boy	2022
2090	Cashtin 	1	Boy	2022
2090	Cashus 	1	Boy	2022
2090	Caspen 	1	Boy	2022
2090	Castle 	1	Boy	2022
2090	Casyn 	1	Boy	2022
2090	Cavan 	1	Boy	2022
2090	Cavanaugh 	1	Boy	2022
2090	Cayde 	1	Boy	2022
2090	Cayetano 	1	Boy	2022
2090	Caylix 	1	Boy	2022
2090	Caysen 	1	Boy	2022
2090	Caziel 	1	Boy	2022
2090	Cazlen 	1	Boy	2022
2090	Cean 	1	Boy	2022
2090	Cederick	1	Boy	2022
2090	Cédric 	1	Boy	2022
2090	Cedrick 	1	Boy	2022
2090	Cedrin 	1	Boy	2022
2090	Ceferino 	1	Boy	2022
2090	Celeb 	1	Boy	2022
2090	Celestine 	1	Boy	2022
2090	Cerroi 	1	Boy	2022
2090	Chadhire 	1	Boy	2022
2090	Chadrick 	1	Boy	2022
2090	Chael 	1	Boy	2022
2090	Chaily	1	Boy	2022
2090	Chamiru 	1	Boy	2022
2090	Chamkaur 	1	Boy	2022
2090	Chanermu 	1	Boy	2022
2090	Chanpartik 	1	Boy	2022
2090	Charbel	1	Boy	2022
2090	Charlo 	1	Boy	2022
2090	Charlton 	1	Boy	2022
2090	Charvik	1	Boy	2022
2090	Chataydyn 	1	Boy	2022
2090	Chatham 	1	Boy	2022
2090	Chavise 	1	Boy	2022
2090	Chay 	1	Boy	2022
2090	Chayton 	1	Boy	2022
2090	Chaz 	1	Boy	2022
2090	Cheaden 	1	Boy	2022
2090	Chengyi	1	Boy	2022
2090	Cherubim	1	Boy	2022
2090	Chester 	1	Boy	2022
2090	Chestmeer 	1	Boy	2022
2090	Chetbir 	1	Boy	2022
2090	Chett 	1	Boy	2022
2090	Chevon	1	Boy	2022
2090	Chezhiyan	1	Boy	2022
2090	Chiance 	1	Boy	2022
2090	Chibundu 	1	Boy	2022
2090	Chidiebube 	1	Boy	2022
2090	Chiemezikam 	1	Boy	2022
2090	Chigozirim 	1	Boy	2022
2090	Chikerem 	1	Boy	2022
2090	Chi-Lac	1	Boy	2022
2090	Chimdindu 	1	Boy	2022
2090	Chimdirim	1	Boy	2022
2090	Chimebuniemenu 	1	Boy	2022
2090	Chimeremeze 	1	Boy	2022
2090	Chimetubemugo 	1	Boy	2022
2090	Chinazom 	1	Boy	2022
2090	Chinedum 	1	Boy	2022
2090	Chinonso 	1	Boy	2022
2090	Chinua 	1	Boy	2022
2090	Chirag	1	Boy	2022
2090	Chiron 	1	Boy	2022
2090	Chisimdiri 	1	Boy	2022
2090	Cho-Tai	1	Boy	2022
2090	Choukie	1	Boy	2022
2090	Chrisser 	1	Boy	2022
2090	Christian-Jone 	1	Boy	2022
2090	Christof 	1	Boy	2022
2090	Christophe 	1	Boy	2022
2090	Christropher 	1	Boy	2022
2090	Chuck 	1	Boy	2022
2090	Chukwualuka 	1	Boy	2022
2090	Chukwudoziri 	1	Boy	2022
2090	Chun 	1	Boy	2022
2090	Churro 	1	Boy	2022
2090	Ciaran-Thomas 	1	Boy	2022
2090	Cilo	1	Boy	2022
2090	Circus 	1	Boy	2022
2090	Cirque 	1	Boy	2022
2090	Cisco 	1	Boy	2022
2090	Cj 	1	Boy	2022
2090	Clarke 	1	Boy	2022
2090	Claude 	1	Boy	2022
2090	Claus 	1	Boy	2022
2090	Clayden 	1	Boy	2022
2090	Cledwyn	1	Boy	2022
2090	Clement 	1	Boy	2022
2090	Clevaie 	1	Boy	2022
2090	Clian 	1	Boy	2022
2090	Cloffer 	1	Boy	2022
2090	Coast 	1	Boy	2022
2090	Cobain 	1	Boy	2022
2090	Coby 	1	Boy	2022
2090	Coda 	1	Boy	2022
2090	Coden 	1	Boy	2022
2090	Codie 	1	Boy	2022
2090	Coe 	1	Boy	2022
2090	Cohan 	1	Boy	2022
2090	Colden	1	Boy	2022
2090	Coleman 	1	Boy	2022
2090	Coleson 	1	Boy	2022
2090	Collier 	1	Boy	2022
2090	Colsen 	1	Boy	2022
2090	Colston 	1	Boy	2022
2090	Conaker 	1	Boy	2022
2090	Connall 	1	Boy	2022
2090	Connell 	1	Boy	2022
2090	Corbett 	1	Boy	2022
2090	Corbyn 	1	Boy	2022
2090	Cornelis 	1	Boy	2022
2090	Corson 	1	Boy	2022
2090	Cort 	1	Boy	2022
2090	Corvanray 	1	Boy	2022
2090	Coy 	1	Boy	2022
2090	Craighton 	1	Boy	2022
2090	Cree 	1	Boy	2022
2090	Cree'D	1	Boy	2022
2090	Creeden	1	Boy	2022
2090	Creedene 	1	Boy	2022
2090	Creeo 	1	Boy	2022
2090	Creston 	1	Boy	2022
2090	Cris 	1	Boy	2022
2090	Cruize 	1	Boy	2022
2090	Cuán 	1	Boy	2022
2090	Culann 	1	Boy	2022
2090	Curt 	1	Boy	2022
2090	Cuthbert 	1	Boy	2022
2090	Cyd 	1	Boy	2022
2090	Cyle 	1	Boy	2022
2090	Cysen 	1	Boy	2022
2090	Czar 	1	Boy	2022
2090	Czedric 	1	Boy	2022
2090	Czef 	1	Boy	2022
2090	Daelyn 	1	Boy	2022
2090	Daemon 	1	Boy	2022
2090	Daevin 	1	Boy	2022
2090	Daharius 	1	Boy	2022
2090	Dajean 	1	Boy	2022
2090	Dajuan 	1	Boy	2022
2090	Dakshaz 	1	Boy	2022
2090	Dakx 	1	Boy	2022
2090	Dalious 	1	Boy	2022
2090	Dallen 	1	Boy	2022
2090	Daluka 	1	Boy	2022
2090	Dalvin 	1	Boy	2022
2090	Dalvinson 	1	Boy	2022
2090	Damion 	1	Boy	2022
2090	Damir 	1	Boy	2022
2090	Dana 	1	Boy	2022
2090	Danarian 	1	Boy	2022
2090	D'Angelo 	1	Boy	2022
2090	Dani 	1	Boy	2022
2090	Danilove 	1	Boy	2022
2090	Danjeric	1	Boy	2022
2090	Danté 	1	Boy	2022
2090	Danyal 	1	Boy	2022
2090	Daraobong 	1	Boy	2022
2090	Darcy 	1	Boy	2022
2090	Darin 	1	Boy	2022
2090	Dariyaan	1	Boy	2022
2090	Darko	1	Boy	2022
2090	Darnae 	1	Boy	2022
2090	Darrow 	1	Boy	2022
2090	Darsnoor 	1	Boy	2022
2090	D'Artagnan 	1	Boy	2022
2090	Daryo	1	Boy	2022
2090	Daryoush	1	Boy	2022
2090	Dasaev	1	Boy	2022
2090	Dash 	1	Boy	2022
2090	Dashel	1	Boy	2022
2090	Dashvanth 	1	Boy	2022
2090	Datsun 	1	Boy	2022
2090	Dausen 	1	Boy	2022
2090	Dausyn 	1	Boy	2022
2090	Daven 	1	Boy	2022
2090	Davick 	1	Boy	2022
2090	Davied 	1	Boy	2022
2090	Dawn 	1	Boy	2022
2090	Dawood	1	Boy	2022
2090	Dawsen 	1	Boy	2022
2090	Dawud 	1	Boy	2022
2090	Daxten 	1	Boy	2022
2090	Dayal 	1	Boy	2022
2090	Dayan	1	Boy	2022
2090	Dayhee	1	Boy	2022
2090	Dayib 	1	Boy	2022
2090	Daylan 	1	Boy	2022
2090	Daylen	1	Boy	2022
2090	Dayson 	1	Boy	2022
2090	Dayvon 	1	Boy	2022
2090	Deaken 	1	Boy	2022
2090	Deakon 	1	Boy	2022
2090	Deandre 	1	Boy	2022
2090	Deaundre 	1	Boy	2022
2090	December 	1	Boy	2022
2090	Dee 	1	Boy	2022
2090	Deian	1	Boy	2022
2090	Dejan 	1	Boy	2022
2090	Dejhay 	1	Boy	2022
2090	Dejon 	1	Boy	2022
2090	Deke 	1	Boy	2022
2090	Deklin 	1	Boy	2022
2090	Del 	1	Boy	2022
2090	Delasi 	1	Boy	2022
2090	Delir	1	Boy	2022
2090	Delon	1	Boy	2022
2090	Deluca 	1	Boy	2022
2090	Deluka 	1	Boy	2022
2090	Delvin 	1	Boy	2022
2090	Denton 	1	Boy	2022
2090	Denvr 	1	Boy	2022
2090	Deon 	1	Boy	2022
2090	Deontay 	1	Boy	2022
2090	Depp 	1	Boy	2022
2090	Depwo 	1	Boy	2022
2090	Derrick 	1	Boy	2022
2090	Derri-Lee 	1	Boy	2022
2090	Deshawn 	1	Boy	2022
2090	Desi 	1	Boy	2022
2090	Despot	1	Boy	2022
2090	Deston 	1	Boy	2022
2090	Devan	1	Boy	2022
2090	Devaugh 	1	Boy	2022
2090	Devraj	1	Boy	2022
2090	Devshivaay 	1	Boy	2022
2090	Dexton 	1	Boy	2022
2090	Dezryn 	1	Boy	2022
2090	Dheeran	1	Boy	2022
2090	Dherseus 	1	Boy	2022
2090	Dhev	1	Boy	2022
2090	Dhrish 	1	Boy	2022
2090	Dhru 	1	Boy	2022
2090	Dhruva 	1	Boy	2022
2090	Dhyey 	1	Boy	2022
2090	Dian	1	Boy	2022
2090	Didar 	1	Boy	2022
2090	Diedrich 	1	Boy	2022
2090	Diel 	1	Boy	2022
2090	Dielli	1	Boy	2022
2090	Diem 	1	Boy	2022
2090	Dierksen 	1	Boy	2022
2090	Dihan 	1	Boy	2022
2090	Dihyah 	1	Boy	2022
2090	Dilaver 	1	Boy	2022
2090	Dilawar 	1	Boy	2022
2090	Dilet	1	Boy	2022
2090	Dillah 	1	Boy	2022
2090	Dilnoor 	1	Boy	2022
2090	Dilraj 	1	Boy	2022
2090	Dilsher	1	Boy	2022
2090	Dimitrian	1	Boy	2022
2090	Dimitrios 	1	Boy	2022
2090	Dimitrious 	1	Boy	2022
2090	Dimitriy 	1	Boy	2022
2090	Diogo 	1	Boy	2022
2090	Dionel	1	Boy	2022
2090	Dishane 	1	Boy	2022
2090	Ditto 	1	Boy	2022
2090	Divine 	1	Boy	2022
2090	Divit	1	Boy	2022
2090	Diwa	1	Boy	2022
2090	Diwan 	1	Boy	2022
2090	Dixon 	1	Boy	2022
2090	Diyaan	1	Boy	2022
2090	Diyako	1	Boy	2022
2090	Diyari 	1	Boy	2022
2090	D'Laer 	1	Boy	2022
2090	Dmetrik 	1	Boy	2022
2090	Dmitri 	1	Boy	2022
2090	Dobromir 	1	Boy	2022
2090	Doh 	1	Boy	2022
2090	Dol	1	Boy	2022
2090	Domenic 	1	Boy	2022
2090	Dominick 	1	Boy	2022
2090	Domonick 	1	Boy	2022
2090	Donavon 	1	Boy	2022
2090	Donilo 	1	Boy	2022
2090	Donnie 	1	Boy	2022
2090	Dontayaz 	1	Boy	2022
2090	Doug	1	Boy	2022
2090	Draco	1	Boy	2022
2090	Draesen 	1	Boy	2022
2090	Draper 	1	Boy	2022
2090	Draven 	1	Boy	2022
2090	Dravvin 	1	Boy	2022
2090	Drayden 	1	Boy	2022
2090	Draydon 	1	Boy	2022
2090	Drayson 	1	Boy	2022
2090	Drayton 	1	Boy	2022
2090	Dreakko 	1	Boy	2022
2090	Drecen 	1	Boy	2022
2090	Dreyan 	1	Boy	2022
2090	Dreyton 	1	Boy	2022
2090	Drhin 	1	Boy	2022
2090	Drish 	1	Boy	2022
2090	Drishaan	1	Boy	2022
2090	Drx 	1	Boy	2022
2090	Duresa 	1	Boy	2022
2090	Dusan	1	Boy	2022
2090	Dutch 	1	Boy	2022
2090	Dutton 	1	Boy	2022
2090	Dvij	1	Boy	2022
2090	Dwij	1	Boy	2022
2090	Dylan-Juancho 	1	Boy	2022
2090	Eagan 	1	Boy	2022
2090	Eamonn 	1	Boy	2022
2090	Éamonn 	1	Boy	2022
2090	Ean 	1	Boy	2022
2090	Earl 	1	Boy	2022
2090	Easaw 	1	Boy	2022
2090	Eassa	1	Boy	2022
2090	Eaton 	1	Boy	2022
2090	Ebrahim	1	Boy	2022
2090	Ebram 	1	Boy	2022
2090	Edemi	1	Boy	2022
2090	Edhrymor 	1	Boy	2022
2090	Edoardo	1	Boy	2022
2090	Edosa 	1	Boy	2022
2090	Edric 	1	Boy	2022
2090	Edrick 	1	Boy	2022
2090	Edrihan 	1	Boy	2022
2090	Eduard	1	Boy	2022
2090	Edwynn 	1	Boy	2022
2090	Edyn 	1	Boy	2022
2090	Eejin 	1	Boy	2022
2090	Eero 	1	Boy	2022
2090	Eeyad	1	Boy	2022
2090	Efeose 	1	Boy	2022
2090	Efeson 	1	Boy	2022
2090	Efosa 	1	Boy	2022
2090	Efrem	1	Boy	2022
2090	Egan 	1	Boy	2022
2090	Ehaan	1	Boy	2022
2090	Ehije 	1	Boy	2022
2090	Ehijie 	1	Boy	2022
2090	Ehimen 	1	Boy	2022
2090	Ehsaas	1	Boy	2022
2090	Ehsanullah	1	Boy	2022
2090	Eilay 	1	Boy	2022
2090	Eilo 	1	Boy	2022
2090	Eilon 	1	Boy	2022
2090	Ein 	1	Boy	2022
2090	Eisley 	1	Boy	2022
2090	Eizaiah 	1	Boy	2022
2090	Ej 	1	Boy	2022
2090	Ejnar 	1	Boy	2022
2090	Ekamjot 	1	Boy	2022
2090	Ekasvir 	1	Boy	2022
2090	Ekko 	1	Boy	2022
2090	Eklavya	1	Boy	2022
2090	Elai	1	Boy	2022
2090	Elan 	1	Boy	2022
2090	Elazarus 	1	Boy	2022
2090	Elden	1	Boy	2022
2090	Eldin 	1	Boy	2022
2090	Eldric 	1	Boy	2022
2090	Eldrich 	1	Boy	2022
2090	Eldrick 	1	Boy	2022
2090	Eldrid 	1	Boy	2022
2090	Eleon	1	Boy	2022
2090	Elideon	1	Boy	2022
2090	Elie-Jah	1	Boy	2022
2090	Eliel 	1	Boy	2022
2090	Eliezer 	1	Boy	2022
2090	Elijas 	1	Boy	2022
2090	Elijer	1	Boy	2022
2090	Elion 	1	Boy	2022
2090	Elior 	1	Boy	2022
2090	Elis 	1	Boy	2022
2090	Elisei 	1	Boy	2022
2090	Eliseo 	1	Boy	2022
2090	Elisheva 	1	Boy	2022
2090	Eliud 	1	Boy	2022
2090	Eliyah 	1	Boy	2022
2090	Eliyas	1	Boy	2022
2090	Elko 	1	Boy	2022
2090	Ellias 	1	Boy	2022
2090	Ellijah 	1	Boy	2022
2090	Elliotte 	1	Boy	2022
2090	Elliston 	1	Boy	2022
2090	Elliyas 	1	Boy	2022
2090	Ellyce 	1	Boy	2022
2090	Elmedin	1	Boy	2022
2090	Elnatan 	1	Boy	2022
2090	Elra 	1	Boy	2022
2090	Elsam-Hudi 	1	Boy	2022
2090	Elsiah	1	Boy	2022
2090	Eluid	1	Boy	2022
2090	Elvin	1	Boy	2022
2090	Elvis 	1	Boy	2022
2090	Elwood 	1	Boy	2022
2090	Elyaas 	1	Boy	2022
2090	Elyh 	1	Boy	2022
2090	Elyxander 	1	Boy	2022
2090	Elzain 	1	Boy	2022
2090	Emam 	1	Boy	2022
2090	Ember 	1	Boy	2022
2090	Emeer	1	Boy	2022
2090	Emeka 	1	Boy	2022
2090	Emerens 	1	Boy	2022
2090	Emett 	1	Boy	2022
2090	Emias 	1	Boy	2022
2090	Emile 	1	Boy	2022
2090	Emiola 	1	Boy	2022
2090	Emmet 	1	Boy	2022
2090	Emmit 	1	Boy	2022
2090	Emory 	1	Boy	2022
2090	Emric 	1	Boy	2022
2090	Emryn 	1	Boy	2022
2090	Emunah 	1	Boy	2022
2090	Emyias	1	Boy	2022
2090	Endi	1	Boy	2022
2090	Endrit	1	Boy	2022
2090	Enioluwa 	1	Boy	2022
2090	Enytt 	1	Boy	2022
2090	Enzel 	1	Boy	2022
2090	Enzo-Kian 	1	Boy	2022
2090	Eóin 	1	Boy	2022
2090	Eowan 	1	Boy	2022
2090	Éphésien 	1	Boy	2022
2090	Ephraim 	1	Boy	2022
2090	Ephraïm 	1	Boy	2022
2090	Ephron	1	Boy	2022
2090	Eran	1	Boy	2022
2090	Erdogan 	1	Boy	2022
2090	Erichmond 	1	Boy	2022
2090	Erick 	1	Boy	2022
2090	Erickson 	1	Boy	2022
2090	Ericson	1	Boy	2022
2090	Eriifejesu 	1	Boy	2022
2090	Erikas 	1	Boy	2022
2090	Erioluwa 	1	Boy	2022
2090	Erion 	1	Boy	2022
2090	Eris 	1	Boy	2022
2090	Erizander 	1	Boy	2022
2090	Erljuztin 	1	Boy	2022
2090	Erlson	1	Boy	2022
2090	Ermias	1	Boy	2022
2090	Eromonsele 	1	Boy	2022
2090	Ervin 	1	Boy	2022
2090	Ervz 	1	Boy	2022
2090	Erwan 	1	Boy	2022
2090	Erwin 	1	Boy	2022
2090	Espen 	1	Boy	2022
2090	Essam 	1	Boy	2022
2090	Essek 	1	Boy	2022
2090	Essey 	1	Boy	2022
2090	Essien 	1	Boy	2022
2090	Estêvão	1	Boy	2022
2090	Estfanos 	1	Boy	2022
2090	Etham	1	Boy	2022
2090	Ethan-James 	1	Boy	2022
2090	Ether	1	Boy	2022
2090	Etienne 	1	Boy	2022
2090	Etoile-Soleil 	1	Boy	2022
